,Source,ID,Class,Text
851,lucene,852,2,<property name=\maven.dist.dir\ location=\${basedir}/dist/maven\/>
852,lucene,853,2,<property name=\sun.boot.library.path\
853,lucene,854,1,thing that would probably need to be done to make this work:
854,lucene,855,1,modify the q param before I pass it further for processing.
855,lucene,856,1,for hte requestHandler ...
856,lucene,857,2,URL: https://issues.apache.org/jira/browse/SOLR-1396
857,lucene,858,2,Committed revision 762180.
858,lucene,859,2,Fix Version/s: 1.2
859,lucene,860,1,Hi
860,lucene,861,2,[ https://issues.apache.org/jira/browse/SOLR-665?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12617529#action_12617529 ]
861,lucene,862,1,wrt patched
862,lucene,863,1,stay a constant ratio as you change the density and/or distances?
863,lucene,864,2,Key: SOLR-976
864,lucene,865,1,below).  I hadn't applied my patch yet.
865,lucene,866,1,Otis
866,lucene,867,2,URL: https://issues.apache.org/jira/browse/SOLR-288
867,lucene,868,1,Configuration can also have behavior.  The important part is that is the separation from XML and allowing others to create configuration objects.
868,lucene,869,1,Currently the jSON content type is not used. Instead the palin/text content type is used. The reason for this as I understand is to enable viewing the json response as as text in the browser. While this is valid argumen
869,lucene,870,1,On Fri
870,lucene,871,1,The only code change is to use org.apache.solr.logging.Logger.getLogger(...)
871,lucene,872,2,------------
872,lucene,873,1,-Http connection Keep-Alive ?
873,lucene,874,2,<fields>
874,lucene,875,1,Particularly
875,lucene,876,2,+import org.apache.solr.util.RefCounted;
876,lucene,877,2,solr-cell-example:
877,lucene,878,1,implementation the tree is balanced by ordered insertion of keys. So while
878,lucene,879,2,+ > > > > url=\file:///Volumes/ts/files.lis\
879,lucene,880,1,use the TernaryTree found in Lucene contrib.
880,lucene,881,2,{{<dataSource type=\JdbcDataSource\ driver=\org.postgresql.Driver\ url=\jdbc:postgresql://host/db\ user=\user\ password=\password\ readOnly=\true\ autoCommit=\false\  transactionIsolation=\TRANSACTION_READ_COMMITTED\  holdability=\CLOSE_CURSORS_AT_COMMIT\/>}}
881,lucene,882,2,[ https://issues.apache.org/jira/browse/SOLR-1424?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12754287#action_12754287 ]
882,lucene,883,1,* @param loader for resolving filenames
883,lucene,884,2,: +  Thread Count:
884,lucene,885,1,Improve support for the Trie* fields up to the level of Solr's existing numeric types.
885,lucene,886,1,QParser implementations.
886,lucene,887,2,: -  if (tids == null) {
887,lucene,888,2,[ https://issues.apache.org/jira/browse/SOLR-236?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12791952#action_12791952 ]
888,lucene,889,2,Attachments: SOLR-1406.patch
889,lucene,890,2,URL: https://issues.apache.org/jira/browse/SOLR-754
890,lucene,891,1,If the schema does not have a uniqueKey
891,lucene,892,1,and flatten them. A Then I index them into solr. A How could I know if there are any organizations without employees in solr? A In a data base I would
892,lucene,893,2,cmd.expungeDeletes);
893,lucene,894,2,serializer = new XMLSerializer(write
894,lucene,895,2,String name = shardCounts.getName(j);
895,lucene,896,1,On 2/25/09
896,lucene,897,2,/Users/ekeller/Documents/workspace/solr/src/java/org/apache/solr/search/SolrIndexSearcher.java
897,lucene,898,1,with.
898,lucene,899,1,It would be really nice to add this improvement soon (This seems to be a trivial addition) as our project really depends on this.
899,lucene,900,2,...
900,lucene,901,1,allowLeadingWildcard (Set to true to allow * and ? as the first character of a PrefixQuery and WildcardQuery)
901,lucene,902,2,-------------------------------------------------------------
902,lucene,903,1,number of matches before that day
903,lucene,904,2,: - public class JdbcDataSource extends DataSource<Iterator<Map<String>>>
904,lucene,905,2,: -</td>
905,lucene,906,2,+ JETTY-299 handle win32 paths for object naming
906,lucene,907,2,Key: SOLR-59
907,lucene,908,1,containing that sould have a new major version number
908,lucene,909,1,Reporter: Karl Wettin
909,lucene,910,2,#define m1 ((unsigned_64) 0x5555555555555555)
910,lucene,911,2,SIGUSR1: SIG_DF
911,lucene,912,2,<PREFIXTERM> ...
912,lucene,913,1,page for /update and /update/cs
913,lucene,914,1,* <import> seems like it should be named <include>
914,lucene,915,2,Components: Build
915,lucene,916,2,site/skin/images
916,lucene,917,2,URL: https://issues.apache.org/jira/browse/SOLR-1138
917,lucene,918,2,[junit] 2008-08-25 08:09:13.804::INFO:  Shutdown hook complete
918,lucene,919,2,: +   <th>type</th>
919,lucene,920,1,I have a need to perform Solr indexing in MapReduce tas
920,lucene,921,1,I have a question regarding the removal of documents from the doc list and
921,lucene,922,1,This PATCH is mildly related to SOLR-1709 (Distributed Date Faceting
922,lucene,923,2,[javac] Compiling 58 source files to http://lucene.zones.apache.org:8080/hudson/job/Solr-Nightly/ws/trunk/build/tests
923,lucene,924,1,OverlappingFileLockException - it *should* work across webapp
924,lucene,925,1,bit...
925,lucene,926,2,URL: https://issues.apache.org/jira/browse/SOLR-845
926,lucene,927,2,1
927,lucene,928,2,URL: https://issues.apache.org/jira/browse/SOLR-865
928,lucene,929,2,using-SolrHighlighter-with-programmatic-parameters-
929,lucene,930,2,Attachment: SOLR-1120.patch
930,lucene,931,1,I agree with Yonik that the number of request handler parameters has
931,lucene,932,1,back to binary....
932,lucene,933,2,return;
933,lucene,934,2,Key: SOLR-1438
934,lucene,935,1,Lars Kotthoff updated SOLR-612:
935,lucene,936,1,machine
936,lucene,937,1,: IDEA to import or checkout the code in a clean/simple way and I _think_
937,lucene,938,1,solr?
938,lucene,939,1,set something globally in the servlet container or use a JVM wide property).
939,lucene,940,1,Distributed:
940,lucene,941,1,the indexing information.  Have I got this right?
941,lucene,942,2,SolrDispatchFilter.java Mon Mar 24 08:53:46 2008
942,lucene,943,1,if the changes in Lucene are back compatibl
943,lucene,944,1,agreed ... i don't even think it's neccessary to make it throw an
944,lucene,945,2,A [mkdir] Created dir: /tmp/apache-solr-nightly/build/test-results
945,lucene,946,2,: +	<link rel=\icon\ href=\/favicon.ico\ type=\image/ico\></link>
946,lucene,947,2,------------------------------------------------------------------------------
947,lucene,948,2,at hudson.FilePath.access$400(FilePath.java:119)
948,lucene,949,1,User Dwight is on vacation and never sees Bob's email.
949,lucene,950,2,-----------------------------------------------------------------------------------------------------
950,lucene,951,1,: + (Otis Gospodneti)
951,lucene,952,1,update
952,lucene,953,1,Alex Baranov commented on SOLR-630:
953,lucene,954,2,URL: https://issues.apache.org/jira/browse/SOLR-1304
954,lucene,955,2,: >   flags);
955,lucene,956,1,list facet refinement seems pretty different than top facet refinement.
956,lucene,957,1,In case the baseDir attribute *is* specified but does not point to an existing directory (this results in a FileNotFoundException in FileListEntityProcessor.init()
957,lucene,958,2,Key: SOLR-450
958,lucene,959,2,and am
959,lucene,960,2,[ https://issues.apache.org/jira/browse/SOLR-211?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
960,lucene,961,1,overwhelming.  They also have fairly well timed out releases w/ well
961,lucene,962,1,Lance Norskog
962,lucene,963,2,params.put(MoreLikeThisParams.MIN_DOC_FRE
963,lucene,964,1,Trainings
964,lucene,965,2,'E:\\tomcat\\solrstuff\\solr\\filingcore\\data\\index\\segments_by' does not
965,lucene,966,1,with some good test cases here before trying to fix it :-)
966,lucene,967,2,SOLR-1513.patch
967,lucene,968,2,#NAME?
968,lucene,969,2,C1C2 C2C3 => C4C5 C5C6
969,lucene,970,2,mlt.exclude=+type:AUTHOR +type:PUBLISHER
970,lucene,971,2,Key: SOLR-1846
971,lucene,972,1,: unpredictable results.
972,lucene,973,2,<field column=\para\ xpath=\/p\ flatten=\true\/>
973,lucene,974,1,Muchos gracias.
974,lucene,975,1,troubles her
975,lucene,976,2,Key: SOLR-1357
976,lucene,977,1,lot of them before sending the query. Can we make the 'setter' methods
977,lucene,978,2,In SOLR-1
978,lucene,979,2,URL: https://issues.apache.org/jira/browse/SOLR-848
979,lucene,980,2,:  if (ti.isInNative()) {
980,lucene,981,1,some things are more confusing: If there is only one parse
981,lucene,982,1,: but if defaultSearch is an HTTP request paramete
982,lucene,983,2,+ > > > <mkdir dir=\${junit.output.dir}\/>
983,lucene,984,1,| if we modify the XMLLoader to accept multiple <add>
984,lucene,985,2,Key: SOLR-619
985,lucene,986,2,URL: https://issues.apache.org/jira/browse/SOLR-1381
986,lucene,987,1,Solr's current LICENSE has ASL 2.
987,lucene,988,2,fieldnames = fn != null ? commaSplit.split(f
988,lucene,989,1,indexed as two tokens:
989,lucene,990,2,<requestHandler name=\/admin/system\  class=\org.apache.solr.handler.admin.SystemInfoHandler\ />
990,lucene,991,1,list but didn't get a respons
991,lucene,992,1,we should fix that so it either has a sensible defaul
992,lucene,993,1,Jason . We do not need to remove the original option. We can
993,lucene,994,1,Core \core1\ is up to date.
994,lucene,995,1,filtering iterator which gets each Hit's Document's resource path
995,lucene,996,1,called just as if it was non-distributed.  It looks like the shards
996,lucene,997,2,Attachments: SOLR-650.patch
997,lucene,998,1,matthias
998,lucene,999,1,'?core=corename' syntax carries less surprise and may be extended more
999,lucene,1000,1,On Dec
1000,lucene,1001,1,I don't see any reason (c) and (d) and perhaps (b) can't be used for Standard-style queries.  Unless I'm mistake
1001,lucene,1002,2,[junit] Running org.apache.solr.handler.MoreLikeThisHandlerTest
1002,lucene,1003,2,[junit] 2008-03-28 08:44:56.504::INFO:  Shutdown hook complete
1003,lucene,1004,1,Best Regard
1004,lucene,1005,2,at org.apache.lucene.queryParser.QueryParser.parse(QueryParser.java:146)
1005,lucene,1006,2,Attachment: SOLR-865.patch
1006,lucene,1007,2,at org.apache.lucene.index.DocInverterPerField.processFields(DocInverterPerField.java:159)
1007,lucene,1008,1,More details about this issue here:
1008,lucene,1009,1,another when indexing.
1009,lucene,1010,2,public TokenStream reusableTokenStream(String fieldNam
1010,lucene,1011,1,In order to satisfy this scenario
1011,lucene,1012,2,@@ -14
1012,lucene,1013,1,Reporter: Ryan McKinley
1013,lucene,1014,2,Key: SOLR-729
1014,lucene,1015,1,- Efficient query processing with highlighting and fields getting generated only for merged documents. The query is executed in 2 phases. First phase gets the doc unique keys with sort criteria. Second phase brings all requested fields and highlighting information. This saves lot of CPU in case there are good number of shards and highlighting info is requested.
1015,lucene,1016,2,Attachments: SOLR-451.patch
1016,lucene,1017,1,The memory usage of UnInvertedField is shown... just not in the same place as the Lucene field cache.
1017,lucene,1018,1,-Yonik
1018,lucene,1019,2,: core0 ) then call config.tellAboutCore( core1 );
1019,lucene,1020,2,[javac] Compiling 1 source file to http://hudson.zones.apache.org/hudson/job/Solr-trunk/ws/trunk/contrib/extraction/build/test-classes
1020,lucene,1021,1,There seems to be a number of classes - that implement finalize() method.  Given that it is perfectly ok for a Java VM to not to call it - may be - there has to some other way  { try .. finally - when they are created to destroy them } to destroy them and the presence of finalize() metho
1021,lucene,1022,1,being treated as if it were plain text.   am i correct?  if so was this
1022,lucene,1023,1,Jianhan
1023,lucene,1024,2,http://www.universidad2008.cu
1024,lucene,1025,2,: + out.println(\ <form>\);
1025,lucene,1026,2,<property name=\junit.includes\
1026,lucene,1027,1,The first \solr\ could be the name of the webapp.
1027,lucene,1028,1,Writes are not atomic on longs unless they are volatile.   At a minimu
1028,lucene,1029,1,Yoo-hoo
1029,lucene,1030,2,[ http://issues.apache.org/jira/browse/SOLR-10?page=comments#action_12374938 ]
1030,lucene,1031,1,Chris Hostetter suggested this in:
1031,lucene,1032,2,\the jndi name : '\+jndiName +\' is not a valid javax.sql.DataSource\);
1032,lucene,1033,1,all (it'd be an error if it di
1033,lucene,1034,1,fix in load:
1034,lucene,1035,1,Sure the admin pages are (mostly) JSP
1035,lucene,1036,2,<int name=\electronics\>2</int>
1036,lucene,1037,1,like Spatial Tile.  The fact they are supported out of box is part of
1037,lucene,1038,1,an Evaluator is a DOM visitor that expands property expressions \in place\ using a property map as an evaluation context
1038,lucene,1039,1,backward slashes in windows isn't that uncommon.  We should fix it to
1039,lucene,1040,1,I made one small changed as follows. I have uploaded the changes.
1040,lucene,1041,1,What
1041,lucene,1042,1,Disable polling.
1042,lucene,1043,2,Key: SOLR-1444
1043,lucene,1044,2,<updateProcessor name=\log\ class=\solr.LogUpdateProcessorFactory\ />
1044,lucene,1045,2,./contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/DataImporter.java:134:   StringBuffer sb = new StringBuffer(\There are errors in the Schema\\n\);
1045,lucene,1046,1,Solr now recognizes HTTP Request headers related to HTTP Caching (see
1046,lucene,1047,2,Key: SOLR-1519
1047,lucene,1048,1,\Soft references\ then. \Weak pointers\ is an older term. (They're
1048,lucene,1049,2,<xs:complexType name=\payloadType\>
1049,lucene,1050,2,: extraction-related jars.
1050,lucene,1051,1,have them. It would crash relentlessly if I didn't force all calls
1051,lucene,1052,1,directory in your branch.
1052,lucene,1053,2,Servlet container - Jetty
1053,lucene,1054,1,This is an invalid json as each term is associated with a JSON object which holds multiple \suggestion\ attributes. When working with a JSON library only the last \suggestion\ attribute is picked up.
1054,lucene,1055,2,+ set_post_return('<result status=\0\></result>')
1055,lucene,1056,1,Walter Underwood commented on SOLR-161:
1056,lucene,1057,2,at org.apache.solr.client.solrj.impl.CommonsHttpSolrServer.request(CommonsHttpSolrServer.java:183)
1057,lucene,1058,1,valueDocSet.intersectionSize() being essentially equivalen
1058,lucene,1059,2,<th>50% full</th> <td>3.36</td> <td>3.96</td> <td>1.44</td>
1059,lucene,1060,2,+  } else {
1060,lucene,1061,1,Add at line 179:
1061,lucene,1062,1,The API suggestions grant made gives the FieldTYpe the ability to return a
1062,lucene,1063,2,<field name=\${ctlField}\   type=\text-${l10n}\   indexed=\true\  stored=\true\  multiValued=\true\ />
1063,lucene,1064,2,<entity name=\foo\ threads=\4\>
1064,lucene,1065,1,thoughts?
1065,lucene,1066,1,I've switched Flare to use the Luke request handler simply to
1066,lucene,1067,2,Attachments: SOLR-922.patch
1067,lucene,1068,1,the way to go...
1068,lucene,1069,1,While working on SOLR-1586 I noticed that outside of class level access (or package level
1069,lucene,1070,2,[javac] location: class org.apache.solr.util.AbstractSolrTestCase
1070,lucene,1071,2,[ https://issues.apache.org/jira/browse/SOLR-134?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12469643 ]
1071,lucene,1072,2,@Field(\id\) //name is optional
1072,lucene,1073,1,One further issue... should we commit the changes to the HTMLStripReader?
1073,lucene,1074,1,The above schema patch is working nice if you update your index (index
1074,lucene,1075,1,bq. The effect is that with a low value for spellcheck.count you might miss good hits. In other word
1075,lucene,1076,1,Is this something worth pursuing?  Would we rather stick with ant
1076,lucene,1077,2,<property name=\specversion\ value=\1.2.2007.06.16.08.05.45\></property>
1077,lucene,1078,2,setIncludeScore(true);
1078,lucene,1079,2,1
1079,lucene,1080,1,large fields (since they must be stored).
1080,lucene,1081,1,(Solr-773) and Spatial Lucene (Lucene-1732) and extends Solr and
1081,lucene,1082,2,[ https://issues.apache.org/jira/browse/SOLR-1381?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
1082,lucene,1083,2,at org.apache.catalina.startup.HostConfig.deployDescriptors(HostConfig.java:553)
1083,lucene,1084,2,[junit] Tests run:
1084,lucene,1085,1,~14% for term filters that match a lot of documents
1085,lucene,1086,1,* <b>higher</b> vals come before lower vals.
1086,lucene,1087,2,AU  site/skin/images/info.png
1087,lucene,1088,2,+ > > > A x++;
1088,lucene,1089,1,# The getter methods in SolrDeletionPolicy should be named more appropriately e.g. isKeepOptimizedOnl
1089,lucene,1090,1,Here's the start of a test for the HTMLStripReader.  Not
1090,lucene,1091,1,was (Author: fergus):
1091,lucene,1092,1,Added @deprecation Javadoc comments
1092,lucene,1093,1,A quick look at the code suggests that this is still the case (at least for version 6.1.3 bundled with Solr).
1093,lucene,1094,2,java.lang.InterruptedException
1094,lucene,1095,1,difficult.
1095,lucene,1096,2,SOLR-1586.Mattmann.112209.geopointonly.patch.txt
1096,lucene,1097,1,be
1097,lucene,1098,2,cmd.expungeDeletes); > > > > > > cmd.maxOptimizeSegments =
1098,lucene,1099,2,+ > A <contrib-crawl target=\test\ failonerror=\true\/>
1099,lucene,1100,2,Key: SOLR-1093
1100,lucene,1101,1,The proposed solution (see Yonik answer on solr-dev) :
1101,lucene,1102,1,Yonik Seeley commented on SOLR-1860:
1102,lucene,1103,2,FIELD: [trim]? ( UNQUOTED | QUOTED ) [trim]?
1103,lucene,1104,2,bits = new long[(int)(((numBits -1)>>>6)+1)];
1104,lucene,1105,2,b7fac000-b7fad000 rwxp 00014000 03:01 4276307 /lib/ld-2.3.6.so
1105,lucene,1106,2,<TERM> ...
1106,lucene,1107,1,Noble Paul commented on SOLR-1357:
1107,lucene,1108,1,All I remember is if I didn't have that <arr name=\components\> section arranged exactly like that (even if I rearranged other items without rearranging the \collapse\ part
1108,lucene,1109,2,org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128)
1109,lucene,1110,1,agree
1110,lucene,1111,2,[junit] 2008-08-05 18:09:01.346::INFO:  Shutdown hook complete
1111,lucene,1112,1,This patch relies on the IndexDeletionPolicy to identify files to be replicated. It also supposrts replication of conf files. No need to register any listeners/ QueryResponseWriters
1112,lucene,1113,1,* officially deprecated the *PluginLoader classes
1113,lucene,1114,1,To pass extra information during indexin
1114,lucene,1115,1,- solr cloud branch gets merged in
1115,lucene,1116,2,uerystring	  	(science)
1116,lucene,1117,1,Soon to follow patch adds a constructor to IndexSchema to allow them to be created directly from InputStreams.  The overall logic for the Core's use of the IndexSchema creation/use does not change however this allows java clients like those in SOLR-20 to be able to parse an IndexSchema.  Once a schema is parse
1117,lucene,1118,2,<property name=\fr-cores\>f
1118,lucene,1119,2,CoreDescriptor p = new CoreDescriptor(thi
1119,lucene,1120,2,at org.apache.solr.handler.component.SearchHandler.handleRequestBody(SearchHandler.java:174)
1120,lucene,1121,2,[ https://issues.apache.org/jira/browse/SOLR-341?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12532821 ]
1121,lucene,1122,2,:  %>
1122,lucene,1123,1,Anyone have good tips on working w/ java.util.logging (JUL)?  For on
1123,lucene,1124,1,: 2. The URL path determins the RequestParser
1124,lucene,1125,1,FastInputStream makes 3 DataInputStream/DataOutputStreams that it does not close. Possible file descriptor leaks.
1125,lucene,1126,2,class ClosingRequestHandler extends EmptyRequestHandler implements SolrCoreAware {
1126,lucene,1127,1,it seemed to keep slipping.
1127,lucene,1128,1,Updating can be done by reading data from this.  Deletion must also be done on both the indices
1128,lucene,1129,1,We should be making sure the QEC is properly registered during
1129,lucene,1130,1,similar documents.
1130,lucene,1131,1,prefetching docs and fields . There is no standard way of other
1131,lucene,1132,2,<fieldType name=\random\ class=\solr.RandomSortField\ />
1132,lucene,1133,2,adminHandler=\foo.FooHandler\>
1133,lucene,1134,1,# Tests are missing
1134,lucene,1135,1,otherwise
1135,lucene,1136,1,it during Hit Collection in SolrIndexSearcher.
1136,lucene,1137,2,Key: SOLR-475
1137,lucene,1138,1,it'se behavior).  That way you can have one instance of the
1138,lucene,1139,2,b4b10000-b532e000 r-xs 00000000 03:01 9831813 /usr/lib/j2re1.5-sun/lib/charsets.jar
1139,lucene,1140,2,Attachments: evaluatorcleanup.patch
1140,lucene,1141,1,In solrconfig.xml:
1141,lucene,1142,2,at hudson.scm.SubversionSCM$CheckOutTask.invoke(SubversionSCM.java:476)
1142,lucene,1143,2,0xaf36d308:   08273148 8d118768 08273088 08273088
1143,lucene,1144,1,system proerty should be se
1144,lucene,1145,2,packagin
1145,lucene,1146,2,URL: https://issues.apache.org/jira/browse/SOLR-1823
1146,lucene,1147,1,From: Mark Miller <markrmiller@gmail.com>
1147,lucene,1148,1,I'm only seeing some query parsing / multi-threading extension
1148,lucene,1149,1,* NumberFormatTransformer is a new transformer which can be used to extract/convert numbers from strings. It uses the java.text.NumberFormat class in Java to provide its features.
1149,lucene,1150,2,str = new String(dat
1150,lucene,1151,2,Affects Versions: 1.3
1151,lucene,1152,1,I know this is an invisible/convert JIRA issue right now :)
1152,lucene,1153,2,<param-name>solrconfig-filename</param-name>
1153,lucene,1154,1,Y'all might be interested in this:
1154,lucene,1155,2,: -<%@ page contentType=\text/html; charset=utf-8\ pageEncoding=\UTF-8\%>
1155,lucene,1156,1,: If it believes it is plural.. is it a way to tern this off?
1156,lucene,1157,1,Dawid
1157,lucene,1158,1,millions of docs.?
1158,lucene,1159,1,Field collapsing
1159,lucene,1160,1,On Apr 2
1160,lucene,1161,2,http://localhost:8983/solr/admin/luke?id=10 (lucene doc + solr doc)
1161,lucene,1162,1,Assignee: Jeff Rodenburg
1162,lucene,1163,1,Cheers
1163,lucene,1164,1,Just curioud
1164,lucene,1165,2,<str name=\classname\>org.apache.solr.spelling.suggest.Suggester</str>
1165,lucene,1166,2,at org.apache.tomcat.util.threads.ThreadPool$ControlRunnable.run(ThreadPool.java:689)
1166,lucene,1167,2,manifestFileName=\/Volumes/ts/man-find.txt\
1167,lucene,1168,2,+public class LuceneJUnitResultFormatter implements JUnitResultFormatter {
1168,lucene,1169,1,Andre
1169,lucene,1170,1,Akshay K. Ukey updated SOLR-1018:
1170,lucene,1171,1,cases
1171,lucene,1172,2,SolrPluginUtils (gsingers)
1172,lucene,1173,2,public static final String MAX_OPTIMIZE_SEGMENTS = \maxSegments\;
1173,lucene,1174,1,in the past
1174,lucene,1175,1,Results are added to the output like this:
1175,lucene,1176,2,<xsl:output media-type=\text/html; charset=UTF-8\ encoding=\UTF-8\/>
1176,lucene,1177,2,QUOTED:   [quote] ( DOUBLE | ESCAPE | [data]* )* [quote]
1177,lucene,1178,1,The goal is to give Solr server clusters self-healing attributes
1178,lucene,1179,2,interface SolrRequestParser {
1179,lucene,1180,1,Thanks Nobl
1180,lucene,1181,2,word1 => word2
1181,lucene,1182,1,: together into buckets (e.g. airlin
1182,lucene,1183,1,was taken care of.
1183,lucene,1184,2,af97b000-af97e000 ---p af97b000 00:00 0
1184,lucene,1185,1,The easiest way might be to index the field twic
1185,lucene,1186,1,- 2 times faster for get(index)
1186,lucene,1187,2,http://www.creativyst.com/Doc/Articles/CSV/CSV01.htm
1187,lucene,1188,2,Key: SOLR-1167
1188,lucene,1189,1,lrj/impl/CommonsHttpSolrServer.java uses or overrides a deprecated API.
1189,lucene,1190,1,This method outputs weird string when Japanese letters are given for example. \J1J2J3J4J5\ => \\\J1\\J2\\J3\\J4\\J5\ We don't want to see it.
1190,lucene,1191,1,N-gram
1191,lucene,1192,2,[ https://issues.apache.org/jira/browse/SOLR-1432?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12777324#action_12777324 ]
1192,lucene,1193,2,<field name=\end3\>uce</field>
1193,lucene,1194,2,AU  client/ruby/flare/public/images/pie_98.png
1194,lucene,1195,1,[line 438] The getCounts() method signature is modified to add the 'facetSortOrder' parameter value to the end of the argument list.
1195,lucene,1196,1,right away
1196,lucene,1197,1,The current workaround is \symlinks\ but that doesn't really help the situation of the Solr Release artifact
1197,lucene,1198,2,- - -
1198,lucene,1199,2,[junit] 2008-01-15 08:11:29.638::INFO:  Shutdown hook complete
1199,lucene,1200,1,: testing its not 100% reliable.
1200,lucene,1201,2,'suggestions':['python
1201,lucene,1202,2,at org.apache.catalina.core.StandardContext.start(StandardContext.java:4342)
1202,lucene,1203,2,{quote}Yea
1203,lucene,1204,2,+  log.info(\unique key field: \+uniqueKeyFieldName);
1204,lucene,1205,2,[junit] 2008-04-02 08:16:39.555::INFO:  Shutdown hook complete
1205,lucene,1206,1,: 1. The URL path determins the RequestHandler
1206,lucene,1207,1,That comes from this patch-
1207,lucene,1208,1,Reporter: Jay
1208,lucene,1209,2,Attachments: deprecationDocumentation.patch
1209,lucene,1210,1,solr.solr.home from the system property. when you package your war keep
1210,lucene,1211,2,PhoneticFilterFactory -- support Metaphone/Soundex filters
1211,lucene,1212,2,Attachments: SolrNGramFilters.patch
1212,lucene,1213,1,know all arguments made.
1213,lucene,1214,2,response.setContentType(responseWriter.getContentType(solrRe
1214,lucene,1215,1,I snuck it in to this release since the patch was simple and it's been an issue under heavy threading for some people.
1215,lucene,1216,2,ERROR: svn: Invalid argument
1216,lucene,1217,1,(note the lack of quotes around the pipe... your example included quotes)
1217,lucene,1218,1,http://www.prohadoopbook.com/ a Ning network for Hadoop using Professionals
1218,lucene,1219,1,Shalin Shekhar Mangar updated SOLR-742:
1219,lucene,1220,1,is not specified in the request.
1220,lucene,1221,2,<filter class=\solr.TrimFilterFactory\ />
1221,lucene,1222,1,why would /update and /update/ be treated differently? dispatch filter
1222,lucene,1223,1,as organizing components for structured and unstructured data.
1223,lucene,1224,1,Access to Lucene's TermEnum capabilities
1224,lucene,1225,2,[ https://issues.apache.org/jira/browse/SOLR-1492?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12762341#action_12762341 ]
1225,lucene,1226,1,{quote}The public API for the AnalysisRequestHandler will change in the context of the response. {quote}
1226,lucene,1227,1,goal than possibly integrating the Ocean work that has been done / is
1227,lucene,1228,1,: (returns the closest doc ids to the string
1228,lucene,1229,1,Closing per comment.
1229,lucene,1230,1,- It also takes in a properties file for the data source configuraution
1230,lucene,1231,1,Hierarchical Handler Config
1231,lucene,1232,2,Key: SOLR-1076
1232,lucene,1233,1,On Sep
1233,lucene,1234,2,|| type == SolrWriter.TRANSFORMER_EXCEPTION) {
1234,lucene,1235,1,Shalin Shekhar Mangar reassigned SOLR-622:
1235,lucene,1236,1,On my P
1236,lucene,1237,2,: - === JdbcdataSource ===
1237,lucene,1238,2,<types>
1238,lucene,1239,1,: requirement is that my Lucene rewriter needs to be instantiated with
1239,lucene,1240,2,\foo !@# bar\ will index to \foo (blank) bar\
1240,lucene,1241,1,Use Hadoop RPC for inter Solr communication
1241,lucene,1242,2,+ A AtomicLong expungeDeleteCommands = new AtomicLong();
1242,lucene,1243,2,at org.apache.solr.search.DocSlice$1.nextDoc(DocSlice.java:112)
1243,lucene,1244,1,one field \title\ and gave the multiple word or say phrase.
1244,lucene,1245,1,On Sun
1245,lucene,1246,1,or if you have any other names in mind that is fine
1246,lucene,1247,1,Ryan McKinley reassigned SOLR-813:
1247,lucene,1248,1,I just committed something that changes the default behavior to \[core]\
1248,lucene,1249,2,solr.xml;
1249,lucene,1250,1,One thing we might not want to get rid of though is streaming
1250,lucene,1251,1,Yonik Seeley reassigned SOLR-1284:
1251,lucene,1252,2,http://clk.atdmt.com/UKM/go/195013117/direct/01
1252,lucene,1253,1,the demo and modify it to create their own project
1253,lucene,1254,1,: without bringing up a listener?
1254,lucene,1255,2,<int name=\hard\>1</int>
1255,lucene,1256,2,AtomicLong optimizeCommands= new AtomicLong();
1256,lucene,1257,2,b2a85000-b2a9e000 rwxp b2a85000 00:00 0
1257,lucene,1258,2,<chain class=\solr.CustomUpdateRequestProcessorFactory\ >
1258,lucene,1259,2,[get] Getting: http://repo1.maven.org/maven2/pcj/pcj/1.2/pcj-1.2.jar
1259,lucene,1260,1,In the future
1260,lucene,1261,2,Attachments: solr-solrpy-r5.patch
1261,lucene,1262,2,New Revision: 805774
1262,lucene,1263,2,at org.eclipse.jdt.internal.junit.runner.TestExecution.run
1263,lucene,1264,2,Affects Versions: 1.1.0
1264,lucene,1265,1,follows this tip is going to decide Solr sucks the first time they
1265,lucene,1266,2,[junit] Running org.apache.solr.search.TestQueryTypes
1266,lucene,1267,1,where we have a \stable\ and an \experimental\
1267,lucene,1268,1,Personall
1268,lucene,1269,1,Seems like we should get rid of it.  It's query parser specific
1269,lucene,1270,1,Posting file ipod_video.xml to http://localhost:8080/solr/update
1270,lucene,1271,2,return(True);
1271,lucene,1272,1,- Jave project) that were triggered by emails Jira had gotten over the
1272,lucene,1273,1,+   * created and returned.
